#
#  10403s_rastcyc 1.0.2.1 Reactions link table generated on Wed Oct 28, 2015
#
4.3.1.4-RXN	EC-4.3.1.4
RXN0-4022	EC-1.7.1.13
3.4.17.13-RXN	EC-3.4.17.13
RXN-7706	EC-1.1.1.1
CARBOXYLESTERASE-RXN	EC-3.1.1.1
RXN-10642	EC-4.1.1.37
ACETATEKIN-RXN	EC-2.7.2.1
NAG6PDEACET-RXN	EC-3.5.1.25
RXN-10015	
RXN-7967	EC-1.1.1.282
PMPOXI-RXN	EC-1.4.3.5
RXNN-404	EC-3.5.1.4
CHOLOYLGLYCINE-HYDROLASE-RXN	EC-3.5.1.24
3.2.1.21-RXN	EC-3.2.1.21
PGLYCDEHYDROG-RXN	EC-1.1.1.95
3.4.13.19-RXN	EC-3.4.13.19
QUINOLINATE-SYNTHA-RXN	EC-2.5.1.72
CARBPSYN-RXN	EC-6.3.5.5
CYTIDEAM-RXN	EC-3.5.4.14
FUMHYDR-RXN	EC-4.2.1.2
5-NUCLEOTID-RXN	EC-3.1.3.5
DEPHOSPHOCOAKIN-RXN	EC-2.7.1.24
RXN-12289	EC-3.2.1
CREATININASE-RXN	EC-3.5.2.10
RXNQT-4366	EC-3.1.1.1
PHOSPHOLIPASE-A2-RXN	EC-3.1.1.4
P-PANTOCYSDECARB-RXN	EC-4.1.1.36
RXN0-1461	EC-1.3.3.3
2.7.7.40-RXN	EC-2.7.7.40
4.1.1.81-RXN	EC-4.1.1.81
2.7.1.121-RXN	EC-2.7.1.121
DIOHBUTANONEPSYN-RXN	EC-4.1.99.12
XMPXAN-RXN	EC-3.1.3.5
SPONTPRO-RXN	
3-DEHYDROQUINATE-SYNTHASE-RXN	EC-4.2.3.4
3.1.4.1-RXN	EC-3.1.4.1
CHORISMATEMUT-RXN	EC-5.4.99.5
DUTP-PYROP-RXN	EC-3.6.1.23
ASNSYNB-RXN	EC-6.3.5.4
RXN-12614	
THIAMIN-PYROPHOSPHOKINASE-RXN	EC-2.7.6.2
RXN-12609	EC-5.3.99.10
GLUCDEHYDROG-RXN	EC-1.1.5.2
NADNUCLEOSID-RXN	EC-3.2.2.5
D-PPENTOMUT-RXN	EC-5.4.2.7
PROPKIN-RXN	EC-2.7.2.15
ACETYLESTERASE-RXN	EC-3.1.1.6
RXN3O-4113	EC-1.1.1.1
RXN-13198	EC-1.1.1.1
RXN0-16	
CARBODEHYDRAT-RXN	EC-4.2.1.1
TRANS-RXN-14	
PTAALT-RXN	EC-2.3.1
GLYCERATE-DEHYDROGENASE-RXN	EC-1.1.1.29
RXN-12736	EC-1.2.1
RXN-11347	EC-2.7.8.13
DHLBXANAU-RXN	EC-3.8.1.2
RXN-10700	EC-2.3.1.16
RXN-10711	EC-3.1.1.1
CYTIDEAM2-RXN	EC-3.5.4.5
NAD-SYNTH-GLN-RXN	EC-6.3.5.1
RXNAB3-99	
GLYCEROL-KIN-RXN	EC-2.7.1.30
CARDIOLIPSYN-RXN	EC-2.7.8
BTUR2-RXN	EC-2.5.1.17
CITSYN-RXN	EC-2.3.3.1
RXN-6282	EC-3.5.4.9
3.1.26.3-RXN	EC-3.1.26.3
ACETOOHBUTREDUCTOISOM-RXN	EC-1.1.1.86
GLYCOLATE-REDUCTASE-RXN	EC-1.1.1.26
NACGLCTRANS-RXN	EC-2.4.1.227
GLY3KIN-RXN	EC-2.7.1.31
GALACTARDEHYDRA-RXN	EC-4.2.1.42
3.1.21.2-RXN	EC-3.1.21.2
THYKI-RXN	EC-2.7.1.21
DCMP-DEAMINASE-RXN	EC-3.5.4.12
CYTIKIN-RXN	EC-2.7.1
MALTODEXGLUCOSID-RXN	EC-3.2.1.20
RXN-2141	EC-3.2.1.20
L-ASPARTATE-OXID-RXN	EC-1.4.3.16
2.6.1.57-RXN	EC-2.6.1.57
RXN-12305	EC-3.2.1.91
THIAZOLSYN3-RXN	EC-2.7.1.50
DEOXYADENOSINE-KINASE-RXN	EC-2.7.1.76
DNA-LIGASE-NAD+-RXN	EC-6.5.1.2
RXN-2881	
GALPMUT-RXN	EC-5.4.99.9
PPPGPPHYDRO-RXN	EC-3.6.1.40
RXN-9311	EC-3.1.2.28
RXN0-4401	EC-3.6.1.9
NANE-RXN	EC-5.1.3.9
SORB6PDEHYDROG-RXN	EC-1.1.1.140
MALYL-COA-LYASE-RXN	EC-4.1.3.24
RXN-8765	
RIBOPHOSPHAT-RXN	
PRPPSYN-RXN	EC-2.7.6.1
ALDOSE1EPIM-RXN	EC-5.1.3.3
RXN-8994	EC-2.5.1.31
3-SULFINOALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1
2.7.13.3-RXN	EC-2.7.13.3
AICARTRANSFORM-RXN	EC-2.1.2.3
RXN-11029	EC-2.4.1.227
RXN-11028	EC-2.7.8
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	EC-2.7.9.1
IPPISOM-RXN	EC-5.3.3.2
2.7.8.23-RXN	EC-2.7.8.23
GABATRANSAM-RXN	EC-2.6.1.19
2.5.1.19-RXN	EC-2.5.1.19
GLUCARDEHYDRA-RXN	EC-4.2.1.40
RXN-8675	
R321-RXN	EC-1.14.13.83
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	EC-1.2.1.24
ACONITATEDEHYDR-RXN	EC-4.2.1.3
URKI-RXN	EC-2.7.1.48
SERINE-O-ACETTRAN-RXN	EC-2.3.1.30
ORNCARBAMTRANSFER-RXN	EC-2.1.3.3
HOMOCYSMET-RXN	EC-2.1.1.14
URIDINEKIN-RXN	EC-2.7.1.48
SUCC-FUM-OXRED-RXN	EC-1.3.99.1
RXN-9583	EC-2.2.1
AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN	EC-4.1.1.45
RXN-6182	EC-5.3.1.9
AMINEPHEN-RXN	EC-1.4.3.21
MANNPISOM-RXN	EC-5.3.1.8
RIB5PISOM-RXN	EC-5.3.1.6
RXN0-884	EC-1.17.1.2
DCDPKIN-RXN	EC-2.7.4.6
DIHYDRODIPICSYN-RXN	EC-4.3.3
2.1.1.19-RXN	EC-2.1.1.19
TRANS-RXN-1	
DTDPDEHYRHAMREDUCT-RXN	EC-1.1.1.133
RXN-7253	
RXN-8973	EC-6.3.2.10
DTDPDEHYDRHAMEPIM-RXN	EC-5.1.3.13
GUANYL-KIN-RXN	EC-2.7.4.8
FORMYLTHFGLUSYNTH-RXN	EC-6.3.2.17
TRANS-RXN-137	
ATP-PYROPHOSPHATASE-RXN	EC-3.6.1.8
HOMOSERKIN-RXN	EC-2.7.1.39
RXN-22	EC-4.3.2.1
ADCLY-RXN	EC-4.1.3.38
ACETALD-DEHYDROG-RXN	EC-1.2.1.10
ALCOHOL-DEHYDROG-RXN	EC-1.1.1.1
RXN-7609	EC-3.1.3.5
CELLOBIOSE-PHOSPHORYLASE-RXN	EC-2.4.1.20
R13-RXN	EC-3.5.4.8
UROGENDECARBOX-RXN	EC-4.1.1.37
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	EC-3.6.1
MYO-INOSITOL-2-DEHYDROGENASE-RXN	EC-1.1.1.18
DHBDEHYD-RXN	EC-1.3.1.28
RXN-8996	EC-2.5.1.31
RXN-11662	EC-1.1.1.35
LUMAZINESYN-RXN	EC-2.5.1.78
RXN-7958	EC-2.7.2.1
AGMATINE-DEIMINASE-RXN	EC-3.5.3.12
R342-RXN	EC-6.6.1.2
GLUTDEHYD-RXN	EC-1.4.1.4
2.7.1.148-RXN	EC-2.7.1.148
RXN-9190	EC-2.5.1.74
AIRCARBOXY-RXN	EC-4.1.1.21
BETA-PHOSPHOGLUCOMUTASE-RXN	EC-5.4.2.6
N-ACETYLTRANSFER-RXN	EC-2.3.1.1
THI-P-KIN-RXN	EC-2.7.4.16
GLYOXII-RXN	EC-3.1.2.6
HEMN-RXN	EC-1.3.99.22
RXN-13163	EC-4.2.1.33
RXN-13158	EC-1.1.1.85
ARGININE-KINASE-RXN	EC-2.7.3.3
METHYLACETOACETYLCOATHIOL-RXN	EC-2.3.1.9
3.4.17.19-RXN	EC-3.4.17.19
NICOTINAMID-RXN	EC-3.5.1.19
PYRAMKIN-RXN	EC-2.7.1.35
RXN-7919	EC-3.1.2.6
RXN-13403	EC-2.1.1.107
TRANS-RXN-112	
GPH-RXN	EC-3.1.3.18
OHBUTYRYL-COA-EPIM-RXN	EC-5.1.2.3
CMPKI-RXN	EC-2.7.4.14
3.4.22.40-RXN	EC-3.4.22.40
THI-P-SYN-RXN	EC-2.5.1.3
PHOSPHO-DETHIO-RXN	
RXN-9510	EC-1.5.1.42
RXN-12198	EC-3.6.1.6
SARCOX-RXN	EC-1.5.3.1
2.7.7.39-RXN	EC-2.7.7.39
RXN0-5405	EC-2.4.1.129
H2PTEROATESYNTH-RXN	EC-2.5.1.15
6.3.1.10-RXN	EC-6.3.1.10
RXN0-5297	EC-3.2.1.86
R542-RXN	EC-1.1.1.327
RXN-10952	EC-3.1.3.25
METHGLYSYN-RXN	EC-4.2.3.3
RXN-10639	
2-HALOACID-DEHALOGENASE-RXN	EC-3.8.1.2
SARCOSINE-DEHYDROGENASE-RXN	EC-1.5.8.3
RXN-9952	EC-1.1.1.44
RXN-8527	EC-1.2.1
NADH-DEHYDROG-A-RXN	EC-1.6.5.3
HISTALDEHYD-RXN	
PHOSMANMUT-RXN	EC-5.4.2.8
RXN-10883	
IMPCYCLOHYDROLASE-RXN	EC-3.5.4.10
RXN-10882	
RXN0-4261	
RXN-12352	EC-1.10.3.11
GSAAMINOTRANS-RXN	EC-5.4.3.8
IMIDPHOSDEHYD-RXN	EC-4.2.1.19
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	EC-3.2.2.9
DIHYDROXYMETVALDEHYDRAT-RXN	EC-4.2.1.9
RXN-11030	
ADENOSINETRIPHOSPHATASE-RXN	EC-3.6.1.3
PNPOXI-RXN	EC-1.4.3.5
RXN-8642	EC-4.1.1
SUGAR-PHOSPHATASE-RXN	EC-3.1.3.23
TRANS-RXN-114	
RXN-11290	EC-3.5.1.104
RXN0-5258	EC-1.1.5.3
GALACTOKIN-RXN	EC-2.7.1.6
FRUCTOKINASE-RXN	EC-2.7.1.4
RXN-7911	EC-1.3.1.34
RXN-7800	
RXN-8991	
CELLODEXTRIN-PHOSPHORYLASE-RXN	EC-2.4.1.49
IMP-DEHYDROG-RXN	EC-1.1.1.205
RXN-8754	
PNP-RXN	EC-2.4.2.1
GMP-SYN-GLUT-RXN	EC-6.3.5.2
RXN0-3281	EC-1.1.99.33
FOLYLPOLYGLUTAMATESYNTH-RXN	EC-6.3.2.17
RXN0-2421	
GLUTAMIDOTRANS-RXN	EC-2.4.2
RIBOFLAVIN-SYN-RXN	EC-2.5.1.9
FORMATE-DEHYDROGENASE-NADP+-RXN	EC-1.2.1.43
UDPNACETYLMURAMATEDEHYDROG-RXN	EC-1.1.1.158
HISTOLDEHYD-RXN	
ABC-25-RXN	EC-3.6.3.31
DEOXYADENPHOSPHOR-RXN	EC-2.4.2.1
HISTPRATPHYD-RXN	EC-3.6.1.31
R4-RXN	EC-1.8.1
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1
RXN-8529	EC-5.3.2.6
HOMOSERDEHYDROG-RXN	EC-1.1.1.3
RXN-8990	
3.2.1.17-RXN	EC-3.2.1.17
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	EC-1.2.1.11
RXN-8769	EC-6.3.5.11
R127-RXN	
RXN-8141	
RXN-6321	
GLUCONOKIN-RXN	EC-2.7.1.12
F16BDEPHOS-RXN	EC-3.1.3.11
AICARSYN-RXN	EC-4.3.2.2
RXN-12195	EC-3.6.1.15
ADENYLOSUCCINATE-SYNTHASE-RXN	EC-6.3.4.4
RXN-11458	EC-2.5.1
DIHYDLIPACETRANS-RXN	EC-2.3.1.12
OHACYL-COA-DEHYDROG-RXN	EC-1.1.1.35
TRANS-RXN-58	
HYDROXYPYRUVATE-REDUCTASE-RXN	EC-1.1.1.81
1.3.1.54-RXN	EC-1.3.1.54
COBINPGUANYLYLTRANS-RXN	EC-2.7.7.62
RXN-7700	EC-1.1.1.1
2-METHYLACYL-COA-DEHYDROGENASE-RXN	EC-1.3.8.5
RXN-10827	EC-2.7.8.23
6PFRUCTPHOS-RXN	EC-2.7.1.11
RXN-7835	EC-1.3.1.34
RHAMNULPALDOL-RXN	EC-4.1.2.19
ARYLDIALKYL-PHOSPHATASE-RXN	EC-3.1.8.1
1.13.11.6-RXN	EC-1.13.11.6
N-ACETYLGLUCOSAMINE-KINASE-RXN	EC-2.7.1.59
7-ALPHA-HYDROXYSTEROID-DEH-RXN	EC-1.1.1.159
NUCLEOSIDE-DIP-KIN-RXN	EC-2.7.4.6
ASPCARBTRANS-RXN	EC-2.1.3.2
NAG1P-URIDYLTRANS-RXN	EC-2.7.7.23
PPENTOMUT-RXN	EC-5.4.2.7
2.7.7.13-RXN	EC-2.7.7.13
RXN-8763	EC-3.7.1.12
RXN-8743	EC-3.1.8.1
RXN-0	EC-2.3.1.57
RXN-10767	EC-3.1.1.1
ENOYL-COA-HYDRAT-RXN	EC-4.2.1.17
QUINATE-5-DEHYDROGENASE-RXN	EC-1.1.1.24
RXN-8746	EC-3.1.8.1
RXN-8846	
RXN-11472	
RXN0-6481	EC-2.7.7.56
RXN-12448	EC-1.1.1.1
O-ACETYLHOMOSERINE-THIOL-LYASE-RXN	EC-2.5.1.49
DXS-RXN	EC-2.2.1.7
RXNAB3-93	
RXN-8447	
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	EC-1.1.1.2
2PGADEHYDRAT-RXN	EC-4.2.1.11
RXN0-5180	EC-2.5.1
1.5.1.20-RXN	EC-1.5.1.20
RXN-10701	EC-2.3.1.16
ACETOOHBUTSYN-RXN	EC-2.2.1.6
DIAMACTRANS-RXN	EC-2.3.1.57
PYRUVFORMLY-RXN	EC-2.3.1.54
S-ADENMETSYN-RXN	EC-2.5.1.6
RXN0-6994	EC-3.2.1.86
SUCCDIAMINOPIMDESUCC-RXN	EC-3.5.1.18
THREONINE-ALDOLASE-RXN	EC-4.1.2.5
RXN0-1483	EC-1.16.3.1
R311-RXN	EC-3.5.1.4
CTPSYN-RXN	EC-6.3.4.2
RXN-7643	EC-4.1.1.72
RXN0-6259	EC-1.3.5.3
RXN-10781	EC-1.1.1.1
RXNAB3-2741	
ASPDECARBOX-RXN	EC-4.1.1.11
RXNQT-4142	EC-3.1.3
SELENOCYSTEINE-LYASE-RXN	EC-4.4.1.16
ISOCHORMAT-RXN	EC-3.3.2.1
RXN-5822	EC-3.1.3
CREATINASE-RXN	EC-3.5.3.3
3.1.26.5-RXN	EC-3.1.26.5
ASPARTATEKIN-RXN	EC-2.7.2.4
RXN-10089	EC-1.2.1.3
DIHYDROXYISOVALDEHYDRAT-RXN	EC-4.2.1.9
ACYLPHOSPHATASE-RXN	EC-3.6.1.7
RXN-8654	EC-2.7.7.63
ADENODEAMIN-RXN	EC-3.5.4.4
RXN-8753	
ISPH2-RXN	EC-1.17.1.2
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	EC-2.1.2.11
UDP-NACMURALA-GLU-LIG-RXN	EC-6.3.2.9
RHAMNULOKIN-RXN	EC-2.7.1.5
PHOSPHATE-BUTYRYLTRANSFERASE-RXN	EC-2.3.1.19
RHAMNISOM-RXN	EC-5.3.1.14
4.3.1.17-RXN	EC-4.3.1.17
RXN-7968	EC-1.1.1.282
GLYCERONE-KINASE-RXN	EC-2.7.1.29
XANTHOSINEPHOSPHORY-RXN	EC-2.4.2.1
URA-PHOSPH-RXN	
O-SUCCHOMOSERLYASE-RXN	EC-2.5.1.48
DIACYLGLYKIN-RXN	EC-2.7.1.107
2.1.1.130-RXN	EC-2.1.1.130
3.2.1.92-RXN	EC-3.2.1.92
RXN-8997	EC-2.5.1.31
GCVMULTI-RXN	
DMBPPRIBOSYLTRANS-RXN	EC-2.4.2.21
1.5.1.15-RXN	EC-1.5.1.15
RXN0-6491	EC-1.3.5.2
ALCOHOL-DEHYDROG-GENERIC-RXN	EC-1.1.1.1
RXN-12290	EC-3.2.1
GPPSYN-RXN	EC-2.5.1.1
GLYOXYLATE-REDUCTASE-NADP+-RXN	EC-1.1.1.79
RXN-5841	EC-3.1.3.5
RXN-8771	EC-1.14.99.40
GLYCINE-FORMIMINOTRANSFERASE-RXN	EC-2.1.2.4
1.11.1.12-RXN	EC-1.11.1.12
CYSTATHIONINE-BETA-LYASE-RXN	EC-4.4.1.8
2.7.8.12-RXN	EC-2.7.8.12
RXN0-6483	EC-3.1.13.5
ARYLDIALKYLPHOSPHATASE-RXN	EC-3.1.8.1
MALATE--COA-LIGASE-RXN	EC-6.2.1.9
GLUTATHIONE-PEROXIDASE-RXN	EC-1.11.1.9
RXN-8995	EC-2.5.1.31
RXN-7657	EC-1.1.1.1
ACYL-COA-HYDROLASE-RXN	EC-3.1.2.20
RXN-11470	EC-1.1.1.201
TRANS-RXN0-267	
SAICARSYN-RXN	EC-6.3.2.6
DIHYDROFOLATEREDUCT-RXN	EC-1.5.1.3
RXN-9361	EC-2.1.1.163
4.1.1.77-RXN	EC-4.1.1.77
ACETYL-COA-CARBOXYLTRANSFER-RXN	EC-6.4.1.2
NMNAMIDOHYDRO-RXN	EC-3.5.1.42
MALTACETYLTRAN-RXN	EC-2.3.1.79
ADOMET-DMK-METHYLTRANSFER-RXN	EC-2.1.1.163
2.3.1.157-RXN	EC-2.3.1.157
ETHAMLY-RXN	EC-4.3.1.7
AMPSYN-RXN	EC-4.3.2.2
RXN-9363	EC-2.1.1.163
CHORISMATE-SYNTHASE-RXN	EC-4.2.3.5
TRANS-RXN-141	
GLUTRACE-RXN	EC-5.1.1.3
RXN-11046	EC-2.1.1.163
RXN-2802	
PORPHOBILSYNTH-RXN	EC-4.2.1.24
CYTDEAM-RXN	EC-3.5.4.1
RXN-9220	EC-2.1.1.163
PEPDEPHOS-RXN	EC-2.7.1.40
PEPSYNTH-RXN	EC-2.7.9.2
URPHOS-RXN	EC-2.4.2.3
3.6.3.27-RXN	EC-3.6.3.27
RXN-9205	EC-2.1.1.163
H2NEOPTERINALDOL-RXN	EC-4.1.2.25
ABC-16-RXN	EC-3.6.3.19
GLUTAMIN-RXN	EC-3.5.1.2
TSA-REDUCT-RXN	EC-1.1.1.60
RXN-13519	
RXN-9362	EC-2.1.1.163
ASNSYNA-RXN	EC-6.3.1.1
RXN-12197	EC-3.6.1.6
5.1.3.9-RXN	EC-5.1.3.9
RXN-11031	
TEICHOICSYN4-RXN	EC-2.7.8.12
UDPGLUCEPIM-RXN	EC-5.1.3.2
RXN-13202	EC-6.3.5.5
PEPTIDYLPROLYL-ISOMERASE-RXN	EC-5.2.1.8
3.4.13.3-RXN	EC-3.4.13.3
3.5.2.14-RXN	EC-3.5.2.14
RXN-9191	EC-2.1.1.163
ADENYL-KIN-RXN	EC-2.7.4.3
PHEAMINOTRANS-RXN	EC-2.6.1.57
ALANINE-DEHYDROGENASE-RXN	EC-1.4.1.1
F16ALDOLASE-RXN	EC-4.1.2.13
ATPSYN-RXN	EC-3.6.3.14
TEICHOICSYN3-RXN	EC-2.7.8
DIAMINOPIMDECARB-RXN	EC-4.1.1.20
RXN-11847	EC-2.1.1.163
HOMSUCTRAN-RXN	EC-2.3.1.46
GUANPRIBOSYLTRAN-RXN	EC-2.4.2.8
RXN0-901	EC-1.17.1.4
2TRANSKETO-RXN	EC-2.2.1.1
UDPKIN-RXN	EC-2.7.4.6
ACETYLGLUTKIN-RXN	EC-2.7.2.8
AMIDASE-RXN	EC-3.5.1.4
RXN-9366	EC-2.1.1.163
RXN-11213	EC-1.2.1.27
DEOXYINOPHOSPHOR-RXN	EC-2.4.2.1
PHOSPHOGLUCMUT-RXN	EC-5.4.2.2
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-2.6.1.42
GLUTATHIONE-REDUCT-NADPH-RXN	EC-1.8.1.7
2.7.7.60-RXN	EC-2.7.7.60
N-ACETYLGLUTPREDUCT-RXN	EC-1.2.1.38
DLACTDEHYDROGFAD-RXN	EC-1.1.5
DIGLUCOACETYL-DOCOSANOATE-HYDROLYSIS-RXN	EC-3.1.1.6
RXN-10699	EC-2.3.1.16
ISOCITDEH-RXN	EC-1.1.1.42
TRANS-RXN-261	
RXN0-4522	
RXN-6283	EC-6.3.4.3
RXN0-5330	EC-1.6.5.9
2.3.1.89-RXN	EC-2.3.1.89
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN	EC-2.4.1.64
DIENOYLCOAREDUCT-RXN	EC-1.3.1.34
3.6.3.8-RXN	EC-3.6.3.8
PEPCARBOX-RXN	EC-4.1.1.31
RXN-13462	EC-4.2.1
GLUC1PURIDYLTRANS-RXN	EC-2.7.7.9
GLU6PDEHYDROG-RXN	EC-1.1.1.49
DEOXYRIBOSE-P-ALD-RXN	EC-4.1.2.4
RXN-11344	EC-6.3.1.12
6.1.1.13-RXN	EC-6.1.1.13
RXN0-5227	EC-3.4.17.13
PSERTRANSAMPYR-RXN	EC-2.6.1.52
RXN-8770	EC-3.1.3.73
RXN-8752	
RXN-9310	EC-4.2.99.20
SHIKIMATE-KINASE-RXN	EC-2.7.1.71
TEICHOICSYN8-RXN	EC-2.7.8
NAD-SYNTH-NH3-RXN	EC-6.3.1.5
3.1.1.23-RXN	EC-3.1.1.23
PHOSPHOLIPASE-A1-RXN	EC-3.1.1.32
O-SUCCINYLBENZOATE-COA-SYN-RXN	EC-4.2.1.113
3.2.1.96-RXN	EC-3.2.1.96
O-SUCCINYLBENZOATE-COA-LIG-RXN	EC-6.2.1.26
RXN0-5408	EC-3.1.3.25
2.5.1.41-RXN	EC-2.5.1.41
RXN-6401	EC-6.3.2
RXN-8999	EC-2.5.1.31
TRANS-RXN-8	
3.1.26.11-RXN	EC-3.1.26.11
NADH-DEHYDROGENASE-RXN	EC-1.6.99.3
THIAMINASE-RXN	EC-3.5.99.2
ADDALT-RXN	
RXN-10828	EC-2.7.8.23
L-LACTATE-DEHYDROGENASE-RXN	EC-1.1.1.27
5.4.1.2-RXN	EC-5.4.1.2
DIHYDROOROTOX-RXN	EC-1.3.3.1
NICONUCADENYLYLTRAN-RXN	EC-2.7.7.18
3.4.21.53-RXN	EC-3.4.21.53
LTAA-RXN	EC-4.1.2.49
LYSDECARBOX-RXN	EC-4.1.1.18
RXN0-5103	EC-3.4.21
RXN-10	EC-6.3.4.5
RXN0-3182	EC-3.4.21
RXN-10953	EC-3.1.3.25
ENZRXN-201-RXN	EC-1.1.1
GLYOHMETRANS-RXN	EC-2.1.2.1
BUTANAL-DEHYDROGENASE-RXN	EC-1.2.1.57
RXN0-4961	EC-3.1.11
PRTRANS-RXN	EC-2.4.2.18
TRANS-RXN-132	
PHOSACETYLTRANS-RXN	EC-2.3.1.8
R601-RXN	EC-1.3.5.4
RXN-7913	EC-2.7.4.14
2.1.1.132-RXN	EC-2.1.1.132
3.2.1.14-RXN	EC-3.2.1.14
TRANS-RXN0-277	EC-1.6.1.2
THYM-PHOSPH-RXN	EC-2.4.2.4
TYRAMINOTRANS-RXN	EC-2.6.1.57
RXN0-5114	EC-3.1.3.3
1.2.1.27-RXN	EC-1.2.1.27
RXN-11065	EC-3.4.16.4
PSERPHOSPHA-RXN	EC-3.1.3.3
TAGAKIN-RXN	EC-2.7.1.144
GTPPYPHOSKIN-RXN	EC-2.7.6.5
OHMETHYLBILANESYN-RXN	EC-2.5.1.61
RXN0-6485	EC-3.1.26.12
ACETOLACTREDUCTOISOM-RXN	EC-1.1.1.86
SUCROSE-PHOSPHORYLASE-RXN	EC-2.4.1.7
2.7.4.22-RXN	EC-2.7.4.22
TRANS-RXN0-470	
ACYLCOASYN-RXN	EC-6.2.1.3
XANPRIBOSYLTRAN-RXN	EC-2.4.2.22
RXN-3523	
DADPKIN-RXN	EC-2.7.4.6
RXN-3521	
2-ISOPROPYLMALATESYN-RXN	EC-2.3.3.13
PYRUVATEDECARB-RXN	EC-1.2.4.1
GLUCOSAMINE-6-P-DEAMIN-RXN	EC-3.5.99.6
RXN0-304	EC-5.1.3
DGTPTRIPHYDRO-RXN	EC-3.1.5.1
RXN-8631	EC-4.1.2.13
RXN-12354	
N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN	EC-3.5.1.47
RXN-12949	
GLYCPDIESTER-RXN	EC-3.1.4.46
RXN-9955	EC-1.14.13.105
RXN-9671	EC-2.7.8.13
RXN-4122	
GMP-SYN-NH3-RXN	EC-6.3.4.1
RXN-12149	
RXN-10016	
KDGALDOL-RXN	EC-4.1.2.20
RXN-8972	EC-6.3.2.13
RXN-13459	
NUCLEOSIDE-TRIPHOSPHATASE-RXN	EC-3.6.1.15
RXN-12540	
RXN-12753	
PYRIDOXKIN-RXN	EC-2.7.1.35
RXN-6081	
AMP-DEPHOSPHORYLATION-RXN	EC-3.1.3.5
D-ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.21
RXN-10723	
2KETO-3METHYLVALERATE-RXN	EC-1.2.1
RXN0-5224	EC-4.2.1.1
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	EC-1.3.5.1
RXN-2961	EC-4.4.1.22
RXN-4821	EC-3.5.99
